ID,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
1038,Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.7,0.83,0,1.53
1039,Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0,1.39
1040,Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0,1.64
1041,Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,1.56
1042,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0,1.46
1044,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,0.99,0.64,0,1.63
1047,Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0,1.64
1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0,0,1.71,1.71
1049,Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0,1.64
1051,The Crew,PS4,2014,Racing,Ubisoft,0.34,1.08,0.03,1.45
1052,FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0,0.47
1053,We Ski,Wii,2008,Sports,Namco Bandai Games,0.99,0.42,0.14,1.55
1054,Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.49,1.12,0,1.61
1055,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.62,0.21,0.79,1.62
1058,NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,1.46
1059,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,1.6
1060,NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.36,0.18,0,1.54
1061,Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,1.44
1063,Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0,1.58
1064,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,1.48
1065,FIFA 16,X360,2015,Sports,Electronic Arts,0.55,1.01,0,1.56
1066,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,1.68
1067,WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,1.62
1068,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,1.61
1069,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.71,0.01,1.51
1071,Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0,1.5
1073,Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.8,0.52,0.07,1.39
1076,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,1.64
1078,Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,1.65
1079,Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,1.58
1080,The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0,0,1.67
1082,MySims,Wii,2007,Simulation,Electronic Arts,0.91,0.55,0.04,1.5
1083,Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,1.62
1084,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.94,0.57,0,1.51
1085,SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0,1.45
1086,Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0,1.47
1087,Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0,1.63
1088,Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.59,0.01,1.41
1090,Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0,1.61
1092,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,1.6
1093,"Monsters, Inc.",GBA,2001,Adventure,THQ,0.59,0.95,0.03,1.57
1094,StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.82,0.65,0,1.47
1097,NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0,1.44
1098,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0,1.53
1100,Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.73,0.06,1.36
1101,Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,1,0.3,0.31,1.61
1102,SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,1.45
1103,Max Payne 3,X360,2012,Shooter,Take-Two Interactive,0.86,0.64,0.01,1.51
1105,Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.7,0.02,1.48
1106,NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,1.43
1109,Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,1.61
1110,Super Scope 6,SNES,1991,Shooter,Nintendo,1.06,0.38,0.15,1.59
1111,Go Vacation,Wii,2011,Misc,Namco Bandai Games,0.48,0.68,0.33,1.49
1113,Army of Two,X360,2008,Shooter,Electronic Arts,1.09,0.38,0.02,1.49
1115,Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo,0.8,0.05,0.76,1.61
1120,Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0,1.43
1121,NBA Live 06 (All region sales),PS2,2005,Sports,Electronic Arts,1.44,0.15,0,1.59
1122,Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0.88,0,1.42
1125,ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0,1.56
1127,Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,1.59
1128,Call of Duty: Black Ops,PC,N/A,Shooter,Activision,0.58,0.81,0,1.39
1129,Sonic Generations,PS3,2011,Platform,Sega,0.6,0.73,0.02,1.35
1130,Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0,1.52
1131,Ape Escape,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,1.51
1132,NBA 2K15,X360,2014,Sports,Take-Two Interactive,1.33,0.14,0,1.47
1133,NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0,1.41
1135,Rock Band,PS3,N/A,Misc,Electronic Arts,0.99,0.41,0,1.4
1136,Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,Activision,0.8,0.63,0.01,1.44
1138,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.99,0.04,0.49,1.52
1139,Kirby Air Ride,GC,2003,Racing,Nintendo,1.01,0.11,0.45,1.57
1140,Sled Storm,PS,1998,Racing,Electronic Arts,0.9,0.61,0,1.51
1141,Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,0.8,0.38,0.3,1.48
1142,NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0,1.41
1144,Baseball,GB,1989,Sports,Nintendo,0.66,0.27,0.65,1.58
1145,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,0,0,1.61,1.61
1146,Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,1.56
1147,Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment,0,1.18,0,1.18
1148,SpongeBob's Atlantis SquarePantis,DS,2007,Action,THQ,1.5,0,0,1.5
1149,Far Cry 4,XOne,2014,Shooter,Ubisoft,0.79,0.68,0.01,1.48
1150,Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,0.95,0.48,0.01,1.44
1151,Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,0.4,0.99,0,1.39
1152,Dollar Dash,PS2,2005,Action,Take-Two Interactive,1.3,0.23,0,1.53
1153,Far Cry 2,X360,2008,Action,Ubisoft,0.71,0.69,0.02,1.42
1155,River Raid,2600,1981,Shooter,Activision,1.49,0.09,0,1.58
1156,Silent Hill,PS,1999,Action,Konami Digital Entertainment,0.71,0.48,0.3,1.49
1159,Sonic Heroes,GC,2003,Platform,Sega,1.05,0.44,0.06,1.55
1161,Diablo,PC,1996,Role-Playing,Activision,0.01,1.58,0,1.59
1162,The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,1.55
1163,Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,1.48
1166,Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.32,1.46
1167,SoulCalibur IV,X360,2008,Fighting,Ubisoft,0.92,0.44,0.07,1.43
1169,NASCAR 2000,PS,1999,Racing,Electronic Arts,0.88,0.6,0,1.48
1171,Carnival Games: Mini Golf,Wii,2008,Sports,Take-Two Interactive,0.87,0.56,0,1.43
1172,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,0.85,0.58,0,1.43
1173,MySims Kingdom,DS,2008,Simulation,Electronic Arts,0.81,0.6,0.01,1.42
1174,Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment,0.88,0.6,0,1.48
1175,Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,0.62,0.8,0.01,1.43
1176,Guitar Hero 5,Wii,2009,Misc,Activision,0.94,0.49,0,1.43
1180,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo,0.58,0.44,0.44,1.46
1182,Pro Evolution Soccer 2010,PS2,2009,Sports,Konami Digital Entertainment,0.1,0.18,0.12,0.4
1183,NCAA Football 2002,PS2,2001,Sports,Electronic Arts,0.77,0.6,0,1.37
1185,Mario Party 7,GC,2005,Misc,Nintendo,0.95,0.11,0.46,1.52
1186,Pro Evolution Soccer 2013,PS3,2012,Sports,Konami Digital Entertainment,0.18,0.64,0.49,1.31
1187,Smuggler's Run,PS2,2000,Racing,Take-Two Interactive,0.77,0.6,0,1.37
1188,Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,1.07,0.4,0,1.47
1189,Donkey Kong Classics,NES,1988,Platform,Nintendo,0.59,0.14,0.81,1.54
1190,Twisted Metal,PS,1995,Action,Sony Computer Entertainment,1.32,0.19,0,1.51
1191,Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.58,0.44,0.33,1.35
1194,Pokemon Pinball: Ruby & Sapphire,GBA,2003,Misc,Nintendo,0.68,0.38,0.44,1.5
1196,Mafia II,X360,2010,Action,Take-Two Interactive,0.84,0.56,0,1.4
1199,Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft,0.91,0.57,0,1.48
1201,BioShock 2,PS3,2010,Shooter,Take-Two Interactive,0.85,0.47,0.02,1.34
1202,007: The World is not Enough,N64,2000,Action,Electronic Arts,1.13,0.38,0.02,1.53
1203,Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,0.57,0.87,0.02,1.46
1204,Watch Dogs,XOne,2014,Action,Ubisoft,0.9,0.53,0,1.43
1206,Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,0.6,0.51,0.21,1.32
1209,Mario Party 10,WiiU,2015,Misc,Nintendo,0.69,0.5,0.24,1.43
1212,Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,0.71,0.22,0.52,1.45
1213,Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,1.35
1214,Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,0.58,0.87,0,1.45
1215,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,1.44
1217,MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,1.26,0.07,0,1.33
1219,Call of Duty: Black Ops II,PC,2012,Shooter,Activision,0.63,0.69,0,1.32
1220,Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,0.92,0.41,0,1.33
1221,MySims Kingdom,Wii,2008,Simulation,Electronic Arts,0.71,0.65,0.01,1.37
1222,The Simpsons Game,DS,2007,Action,Electronic Arts,0.57,0.79,0,1.36
1225,Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Shooter,Activision,0.95,0.43,0,1.38
1226,FIFA 17,XOne,2016,Sports,Electronic Arts,0.17,1.26,0,1.43
1227,Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.09,0.15,0.25,1.49
1228,Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,Electronic Arts,0.85,0.58,0,1.43
1229,Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,Nintendo,0.73,0.52,0.15,1.4
1230,Dead Space 2,X360,2011,Shooter,Electronic Arts,0.94,0.45,0,1.39
1231,Sonic Rivals 2,PSP,2007,Racing,Sega,0.44,0.69,0,1.13
1232,Knockout Kings,PS,1997,Fighting,Electronic Arts,1.07,0.39,0,1.46
1233,The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,0.36,0.9,0,1.26
1234,NASCAR 98,PS,1996,Racing,Electronic Arts,1.43,0.05,0,1.48
1235,F1 Race,NES,1984,Racing,Nintendo,0,0,1.52,1.52
1236,Xevious,NES,1984,Shooter,Namco Bandai Games,0.18,0.06,1.27,1.51
1237,NASCAR 99,PS,1998,Racing,Electronic Arts,1.45,0.04,0,1.49
1238,NBA Live 2000,PS,1998,Sports,Electronic Arts,1.43,0.05,0,1.48
1239,Mafia II,PS3,2010,Action,Take-Two Interactive,0.5,0.72,0.04,1.26
1240,Call of Duty 3,PS3,2006,Shooter,Activision,0.6,0.63,0.03,1.26
1242,Pac-Man World 2,PS2,2002,Action,Namco Bandai Games,1.26,0.05,0,1.31
1243,Madden NFL 15,XOne,2014,Sports,Electronic Arts,1.3,0.09,0,1.39
1244,Sonic & Sega All-Stars Racing,Wii,2010,Racing,Sega,0.65,0.71,0,1.36
1246,Football Manager 2012,PC,2011,Sports,Sega,0.02,1.16,0,1.18
1249,Simpsons Wrestling,PS,2001,Fighting,Electronic Arts,0.23,1.16,0,1.39
1250,NBA Live 98,PS,1997,Sports,Electronic Arts,1.41,0.06,0,1.47
1251,The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0,0.38
1253,SoulCalibur II,GC,2003,Fighting,Namco Bandai Games,0.99,0.32,0.11,1.42
1254,Resistance 3,PS3,2011,Shooter,Sony Computer Entertainment,0.64,0.58,0.05,1.27
1258,Red Faction II,PS2,2002,Shooter,THQ,0.49,0.78,0,1.27
1260,Madden NFL 2001,PS2,2000,Sports,Electronic Arts,1.19,0.07,0.05,1.31
1261,WWF No Mercy,N64,2000,Fighting,THQ,1.2,0.27,0.02,1.49
1262,Ice Climber,NES,1985,Platform,Nintendo,0.46,0.1,0.92,1.48
1263,Sonic CD,SCD,1993,Platform,Sega,1,0.36,0.09,1.45
1267,Pac-Man World,PS,1998,Action,Namco Bandai Games,1.21,0.14,0.1,1.45
1269,Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,Nintendo,0.72,0.38,0.36,1.46
1270,Medal of Honor: Frontline,XB,2002,Shooter,Electronic Arts,1,0.43,0,1.43
1271,Madden NFL 09,PS2,2008,Sports,Electronic Arts,1.22,0,0,1.22
1272,Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,THQ,1,0.36,0,1.36
1273,Banjo-Tooie,N64,2000,Platform,Nintendo,0.82,0.36,0.25,1.43
1274,Buzz! The BIG Quiz,PS2,2006,Misc,Sony Computer Entertainment,0,1.1,0,1.1
1275,007: Quantum of Solace,X360,2008,Action,Activision,0.82,0.52,0.01,1.35
1276,The Sims 3,Wii,2010,Simulation,Electronic Arts,0.61,0.73,0,1.34
1277,New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,0.37,0.69,0.28,1.34
1278,Bratz: Forever Diamondz,DS,2006,Adventure,THQ,0.43,0.88,0,1.31
1280,Nintendo World Cup,NES,1990,Sports,Nintendo,0.28,0.5,0.65,1.43
1281,WWF WrestleMania 2000,N64,1999,Fighting,THQ,1.2,0.25,0.02,1.47
1282,Wario Land II,GB,1997,Platform,Nintendo,0.7,0.35,0.39,1.44
1283,Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,0.78,0.47,0.03,1.28
1284,Major League Baseball 2K5,PS2,2005,Sports,Take-Two Interactive,0.72,0.56,0,1.28
1285,Fight Night 2004,PS2,2004,Fighting,Electronic Arts,1.08,0.2,0,1.28
1286,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,0.82,0.59,0,1.41
1287,Imagine: Master Chef,DS,2007,Simulation,Ubisoft,0.39,0.92,0,1.31
1288,Assassin's Creed III: Liberation,PSV,2012,Action,Ubisoft,0.58,0.55,0.06,1.19
1289,SoulCalibur IV,PS3,2008,Fighting,Ubisoft,0.72,0.41,0.14,1.27
1290,Mario Golf,N64,1999,Action,Nintendo,0.62,0.18,0.65,1.45
1291,Disney Princess,GBA,2003,Platform,THQ,1.04,0.37,0,1.41
1292,Fight Night Round 3,X360,2006,Fighting,Electronic Arts,1.33,0.03,0.01,1.37
1293,Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,0.45,0.4,0.44,1.29
1296,The House of the Dead 2 & 3 Return,Wii,2008,Shooter,Sega,0.78,0.5,0.03,1.31
1298,LittleBigPlanet PS Vita,PSV,2012,Platform,Sony Computer Entertainment,0.4,0.72,0.02,1.14
1300,The SpongeBob SquarePants Movie,GBA,2004,Platform,THQ,1.02,0.38,0,1.4
1301,Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,0.93,0.4,0.02,1.35
1302,Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,1.31
1304,Wall-E,DS,2008,Platform,THQ,0.46,0.83,0,1.29
1306,Homefront,X360,2011,Shooter,THQ,0.83,0.48,0.02,1.33
1310,Mario Superstar Baseball,GC,2005,Sports,Nintendo,0.93,0.24,0.25,1.42
1311,Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,0.63,0.59,0.03,1.25
1313,Medal of Honor: Warfighter,PS3,2012,Action,Electronic Arts,0.47,0.65,0.06,1.18
1314,WCW vs the World,PS,1998,Fighting,THQ,1.17,0.2,0.04,1.41
1315,SNK vs. Capcom: The Match of the Millennium,PSP,2006,Fighting,Sega,0.53,0.58,0,1.11
1316,LEGO City Undercover,3DS,2013,Platform,Nintendo,0.51,0.75,0.07,1.33
1318,Diablo III,X360,2013,Role-Playing,Activision,0.89,0.44,0,1.33
1320,BioShock,PS3,2008,Shooter,Take-Two Interactive,0.75,0.49,0.01,1.25
1321,Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,0.71,0.55,0,1.26
1322,Anno 2070,PC,2011,Strategy,Ubisoft,0,1.13,0,1.13
1324,Smarty Pants,Wii,2007,Misc,Electronic Arts,0.53,0.76,0,1.29
1325,Tamagotchi,GB,1996,Simulation,Namco Bandai Games,0,0,1.44,1.44
1326,4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,0,0,1.45,1.45
1327,Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,0,0,1.45,1.45
1328,Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,Namco Bandai Games,0,0,1.44,1.44
1329,Namco Museum 64,N64,1999,Misc,Namco Bandai Games,1.24,0.17,0.03,1.44
1330,Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,0.97,0.34,0,1.31
1332,Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,Activision,1.38,0.05,0,1.43
1333,My Word Coach,DS,2007,Misc,Ubisoft,0.37,0.9,0,1.27
1335,SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0,1.12
1336,Sonic Rivals,PSP,2006,Racing,Sega,0.73,0.42,0,1.15
1337,SimCity (2013),PC,2013,Simulation,Electronic Arts,0.48,0.77,0,1.25
1338,Kirby Super Star,SNES,1996,Platform,Nintendo,0.26,0.07,1.09,1.42
1339,Far Cry 4,PS3,2014,Shooter,Ubisoft,0.33,0.79,0.08,1.2
1340,WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,0.92,0.38,0,1.3
1342,Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,1.23,0.07,0.02,1.32
1343,Need for Speed Rivals,PS3,2013,Racing,Electronic Arts,0.33,0.74,0.05,1.12
1344,Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1.03,0.32,0,1.35
1345,Dead Space 2,PS3,2011,Shooter,Electronic Arts,0.73,0.5,0,1.23
1346,NCAA Football 2003,PS2,2002,Sports,Electronic Arts,1.16,0.08,0,1.24
1349,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,0.91,0.39,0,1.3
1350,Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,0.85,0.46,0,1.31
1351,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,0.81,0.48,0,1.29
1353,Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,0,0,1.39,1.39
1354,Triple Play 2000,PS,1999,Sports,Electronic Arts,0.79,0.54,0,1.33
1356,Cabela's Big Game Hunter,PS2,2002,Sports,Activision,0.7,0.54,0,1.24
1357,UFC Undisputed 2010,PS3,2010,Fighting,THQ,0.8,0.41,0.02,1.23
1358,NBA Live 06 (Weekly american sales),PS2,2005,Sports,Electronic Arts,1.35,0.05,0,1.4
1359,The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,0.89,0.22,0.22,1.33
1360,NFL Street,PS2,2004,Sports,Electronic Arts,1.15,0.08,0,1.23
1361,Sonic Generations,X360,2011,Platform,Sega,0.71,0.57,0,1.28
1362,Super Metroid,SNES,1994,Action,Nintendo,0.57,0.12,0.71,1.4
1363,Pro Yakyuu Family Stadium '87,NES,1987,Sports,Namco Bandai Games,0.12,0,1.3,1.42
1364,Dead Space,X360,2008,Action,Electronic Arts,0.89,0.4,0,1.29
1366,Inazuma Eleven 2,DS,2009,Role-Playing,Nintendo,0,0.21,1.18,1.39
1370,Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0.34,0,1.29
1373,Madden NFL 15,PS3,2014,Sports,Electronic Arts,1.07,0.15,0,1.22
1375,Ridge Racer,PSP,2004,Racing,Sony Computer Entertainment,0.36,0.45,0.32,1.13
1376,Metroid: Other M,Wii,2010,Action,Nintendo,0.87,0.31,0.13,1.31
1377,Knockout Kings 2000,PS,1999,Fighting,Electronic Arts,1.02,0.34,0,1.36
1378,Gran Turismo 4 Prologue,PS2,2003,Racing,Sony Computer Entertainment,0,0.47,0.77,1.24
1379,Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,1.19,0.17,0,1.36
1380,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,0.69,0.54,0,1.23
1381,Call of Duty: Black Ops,Wii,2010,Shooter,Activision,0.82,0.47,0,1.29
1382,Spider-Man: The Movie,XB,2002,Action,Activision,1.07,0.28,0,1.35
1383,Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,0.38,0.08,0.03,0.49
1384,2Xtreme,PS,1996,Sports,Sony Computer Entertainment,1.15,0.2,0,1.35
1385,Far Cry 2,PS3,2008,Action,Ubisoft,0.43,0.7,0.01,1.14
1386,Sonic Advance 3,GBA,2004,Platform,THQ,0.74,0.52,0.08,1.34
1388,Battlefield 4,PC,2013,Shooter,Electronic Arts,0.38,0.86,0,1.24
1390,Madden NFL 2002,PS,2001,Sports,Electronic Arts,0.78,0.53,0,1.31
1393,Bakugan: Battle Brawlers,DS,2009,Action,Activision,1.27,0.02,0,1.29
1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Action,Konami Digital Entertainment,1.05,0.17,0.15,1.37
1399,WWE '13,PS3,2012,Action,THQ,0.51,0.62,0,1.13
1401,True Crime: Streets of LA,XB,2003,Action,Activision,0.96,0.37,0,1.33
1402,The Sims 2,PSP,2005,Simulation,Electronic Arts,0.49,0.56,0,1.05
1403,Paper Mario,N64,2000,Role-Playing,Nintendo,0.58,0.18,0.59,1.35
1404,Bravely Default: Flying Fairy,3DS,2012,Role-Playing,Nintendo,0.5,0.32,0.49,1.31
1405,Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.38,0.02,1.27
1406,Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,0.77,0.54,0,1.31
1409,Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,0.71,0.53,0,1.24
1413,Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.58,0,1.21
1415,Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,0.46,0.62,0.06,1.14
1416,Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,0.24,0.7,0.16,1.1
1417,A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,0.76,0.52,0,1.28
1419,MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,0.43,0.67,0.02,1.12
1420,Sonic Colors,DS,2010,Platform,Sega,0.74,0.5,0.01,1.25
1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,0.99,0.33,0,1.32
1423,Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,0,0,1.37,1.37
1424,NBA 2K15,PS3,2014,Sports,Take-Two Interactive,0.86,0.27,0.02,1.15
1425,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,0.86,0.45,0,1.31
1427,Burnout Paradise,X360,2008,Racing,Electronic Arts,0.63,0.58,0.01,1.22
1428,SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,0.23,0.04,0,0.27
1429,Gradius,NES,1986,Shooter,Konami Digital Entertainment,0.27,0.08,1,1.35
1432,Yoshi's New Island,3DS,2014,Platform,Nintendo,0.47,0.51,0.28,1.26
1434,Dead to Rights,PS2,2002,Shooter,Electronic Arts,0.67,0.52,0,1.19
1437,Dance Dance Revolution (Japan),PS,1999,Simulation,Konami Digital Entertainment,0,0,1.26,1.26
1439,Madden NFL 98,PS,1997,Sports,Electronic Arts,1.29,0.03,0,1.32
1440,FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,0.23,0.73,0.02,0.98
1442,FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,0.2,0.76,0,0.96
1443,Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,0.59,0.57,0.05,1.21
1445,Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,0.76,0.36,0.05,1.17
1447,Samurai Warriors,PS2,2004,Action,Electronic Arts,0.22,0.05,1.06,1.33
1450,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,0.66,0.45,0.04,1.15
1452,Crysis 2,X360,2011,Action,Electronic Arts,0.7,0.5,0.02,1.22
1454,SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,0,1.04,0,1.04
1455,FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,1.21
1456,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,0.67,0.37,0.13,1.17
1458,Mario & Luigi: Partners in Time,DS,2005,Role-Playing,Nintendo,0.77,0.07,0.43,1.27
1461,Doom 3,XB,2005,Shooter,Activision,0.85,0.43,0,1.28
1462,Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,0.84,0.22,0.24,1.3
1463,Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1.22,0.05,0.05,1.32
